NODE,SWIP,PORT,TOKYTHUAT,TRAM,MACSHT
3G_DHO009E_LAN,10.81.5.72,2,Đức Huệ,Trạm BTS La Cua,CSHT_LAN_00036
UL_DHO009M_LAN,10.81.5.72,4,Đức Huệ,Trạm BTS La Cua,CSHT_LAN_00036
2G_DHO009M_LAN,E1,E1,Đức Huệ,Trạm BTS La Cua,CSHT_LAN_00036
UL_CDU001M_LAN,10.81.5.102,2,Rạch Kiến,Trạm BTS Long Định,CSHT_LAN_00025
2G_CDU001M_LAN,10.81.5.102,5,Rạch Kiến,Trạm BTS Long Định,CSHT_LAN_00025
3G_CGI001E_LAN,10.81.4.143,24,Cần Giuộc,Trạm BTS Long Hậu,CSHT_LAN_00226
4G-CGI001M-LAN,10.81.4.143,13,Cần Giuộc,Trạm BTS Long Hậu,CSHT_LAN_00226
2G_CGI001M_LAN,10.81.4.143,20,Cần Giuộc,Trạm BTS Long Hậu,CSHT_LAN_00226
2G_CTH013M_LAN,10.81.4.224,2,Châu Thành,Trạm BTS Long Hưng,CSHT_LAN_00213
3G_CTH013M_LAN,10.81.4.224,23,Châu Thành,Trạm BTS Long Hưng,CSHT_LAN_00213
4G-CTH013M-LAN,10.81.4.224,20,Châu Thành,Trạm BTS Long Hưng,CSHT_LAN_00213
3G_CDU002M_LAN,10.81.5.137,24,Cần Đước,Trạm BTS Long Hựu Tây,CSHT_LAN_00092
4G-CDU002M-LAN,10.81.5.137,2,Cần Đước,Trạm BTS Long Hựu Tây,CSHT_LAN_00092
2G_CDU002M_LAN,10.81.5.137,4,Cần Đước,Trạm BTS Long Hựu Tây,CSHT_LAN_00092
3G_CGI011M_LAN,10.81.4.150,13,Cần Giuộc,Trạm BTS Long Phụng,CSHT_LAN_00214
4G-CGI011M-LAN,10.81.4.150,2,Cần Giuộc,Trạm BTS Long Phụng,CSHT_LAN_00214
2G_CGI011M_LAN,10.81.4.150,5,Cần Giuộc,Trạm BTS Long Phụng,CSHT_LAN_00214
3G_CDU003M_LAN,10.81.5.128,22,Rạch Kiến,Trạm BTS Long Trạch,CSHT_LAN_00184
4G-CDU003M-LAN,10.81.5.128,6,Rạch Kiến,Trạm BTS Long Trạch,CSHT_LAN_00184
2G_CDU003M_LAN,10.81.5.128,23,Rạch Kiến,Trạm BTS Long Trạch,CSHT_LAN_00184
3G_DHU013M_LAN,10.81.4.249,4,Đức Huệ,Trạm BTS Mỹ Bình Đức Huệ ,CSHT_LAN_00090
UL_DHU013M_LAN,10.81.4.249,14,Đức Huệ,Trạm BTS Mỹ Bình Đức Huệ ,CSHT_LAN_00090
2G_DHU013M_LAN,E1,E1,Đức Huệ,Trạm BTS Mỹ Bình Đức Huệ ,CSHT_LAN_00090
3G_CDU017E_LAN,10.81.4.127,2,Cần Đước,Trạm BTS Mỹ Lệ,CSHT_LAN_00183
UL_CDU017M_LAN,10.81.4.127,5,Cần Đước,Trạm BTS Mỹ Lệ,CSHT_LAN_00183
2G_CDU017M_LAN,10.81.4.127,14,Cần Đước,Trạm BTS Mỹ Lệ,CSHT_LAN_00183
3G_DHU004E_LAN,10.81.4.162,5,Đức Huệ,Trạm BTS Mỹ Thạnh Đông A,CSHT_LAN_00301
3G_DHU004M_LAN,10.81.4.162,2,Đức Huệ,Trạm BTS Mỹ Thạnh Đông A,CSHT_LAN_00301
4G-DHU004M-LAN,10.81.4.162,3,Đức Huệ,Trạm BTS Mỹ Thạnh Đông A,CSHT_LAN_00301
2G_DHU004M_LAN,E1,E1,Đức Huệ,Trạm BTS Mỹ Thạnh Đông A,CSHT_LAN_00301
3G_DHU006M_LAN,10.81.4.249,5,Đức Huệ,Trạm BTS Ngã 5 Bình Thành,CSHT_LAN_00296
UL_DHU006M_LAN,10.81.4.249,6,Đức Huệ,Trạm BTS Ngã 5 Bình Thành,CSHT_LAN_00296
2G_DHU006M_LAN,E1,E1,Đức Huệ,Trạm BTS Ngã 5 Bình Thành,CSHT_LAN_00296
3G_CTH014M_LAN,10.81.4.223,7,Châu Thành,Trạm BTS Ngãi Trị,CSHT_LAN_00108
4G-CTH014M-LAN,10.81.4.223,14,Châu Thành,Trạm BTS Ngãi Trị,CSHT_LAN_00108
2G_CTH014M_LAN,E1,E1,Châu Thành,Trạm BTS Ngãi Trị,CSHT_LAN_00108
UL_VHU002M_LAN,10.81.4.183,7,Vĩnh Hưng,Trạm BTS Ô Mái Dầm,CSHT_LAN_00288
2G_VHU002M_LAN,E1,E1,Vĩnh Hưng,Trạm BTS Ô Mái Dầm,CSHT_LAN_00288
3G_CDU020M_LAN,10.81.4.137,14,Cần Đước,Trạm BTS Phước Đông,CSHT_LAN_00224
4G-CDU020M-LAN,10.81.4.137,6,Cần Đước,Trạm BTS Phước Đông,CSHT_LAN_00224
2G_CDU020M_LAN,10.81.4.137,17,Cần Đước,Trạm BTS Phước Đông,CSHT_LAN_00224
3G_CGI017M_LAN,10.81.4.125,14,Cần Giuộc,Trạm BTS Phước lý,CSHT_LAN_00149
4G-CGI017M-LAN,10.81.4.125,22,Cần Giuộc,Trạm BTS Phước lý,CSHT_LAN_00149
2G_CGI017M_LAN,10.81.4.125,15,Cần Giuộc,Trạm BTS Phước lý,CSHT_LAN_00149
3G_CDU004E_LAN,10.81.5.133,3,Cần Đước,Trạm BTS Phước Tuy,CSHT_LAN_00019
UL_CDU004M_LAN,10.81.5.133,2,Cần Đước,Trạm BTS Phước Tuy,CSHT_LAN_00019
2G_CDU004M_LAN,10.81.5.133,4,Cần Đước,Trạm BTS Phước Tuy,CSHT_LAN_00019
3G_CGI002M_LAN,10.81.4.174,2,Cần Giuộc,Trạm BTS Phước Vĩnh Tây,CSHT_LAN_00026
4G-CGI002M-LAN,10.81.4.174,4,Cần Giuộc,Trạm BTS Phước Vĩnh Tây,CSHT_LAN_00026
2G_CGI002M_LAN,10.81.4.174,5,Cần Giuộc,Trạm BTS Phước Vĩnh Tây,CSHT_LAN_00026
3G_TTR006M_LAN,10.81.4.247,2,Tân Trụ,Trạm BTS Quê Mỹ Thạnh,CSHT_LAN_00075
4G-TTR006M-LAN,10.81.4.247,10,Tân Trụ,Trạm BTS Quê Mỹ Thạnh,CSHT_LAN_00075
UL_DHO025M_LAN,10.81.4.153,22,Hậu Nghĩa,Trạm BTS Rừng Sến,CSHT_LAN_00171
2G_DHO025M_LAN,E1,E1,Hậu Nghĩa,Trạm BTS Rừng Sến,CSHT_LAN_00171
3G_VHU003M_LAN,10.81.4.203,22,Vĩnh Hưng,Trạm BTS Tà Nu,CSHT_LAN_00089
4G-VHU003M-LAN,10.81.4.203,5,Vĩnh Hưng,Trạm BTS Tà Nu,CSHT_LAN_00089
2G_VHU003M_LAN,E1,E1,Vĩnh Hưng,Trạm BTS Tà Nu,CSHT_LAN_00089
3G_CDU005M_LAN,10.81.5.118,2,Cần Đước,Trạm BTS Tân Ân,CSHT_LAN_00292
4G-CDU005M-LAN,10.81.5.118,3,Cần Đước,Trạm BTS Tân Ân,CSHT_LAN_00292
2G_CDU005M_LAN,10.81.5.118,7,Cần Đước,Trạm BTS Tân Ân,CSHT_LAN_00292
3G_TTH012M_LAN,10.81.4.232,2,Tân Thạnh,Trạm BTS Tân Bình,CSHT_LAN_00124
4G-TTH012M-LAN,10.81.4.232,4,Tân Thạnh,Trạm BTS Tân Bình,CSHT_LAN_00124
2G_TTH012M_LAN,E1,E1,Tân Thạnh,Trạm BTS Tân Bình,CSHT_LAN_00124
3G_THO007M_LAN,10.81.4.197,4,Thạnh Hóa,Trạm BTS Tân Đông 2,CSHT_LAN_00197
4G-THO007M-LAN,10.81.4.197,11,Thạnh Hóa,Trạm BTS Tân Đông 2,CSHT_LAN_00197
2G_THO007M_LAN,E1,E1,Thạnh Hóa,Trạm BTS Tân Đông 2,CSHT_LAN_00197
UL_DHO021W_LAN,10.81.4.53,19,Đức Hòa,Trạm BTS Tân Đức,CSHT_LAN_00080
2G_DHO021M_LAN,E1,E1,Đức Hòa,Trạm BTS Tân Đức,CSHT_LAN_00080
2G_TTR007M_LAN,10.81.5.237,9,Tân Trụ,Trạm BTS Tấn Đức-Tân Trụ ,CSHT_LAN_00297
3G_TTR007M_LAN,10.81.5.237,24,Tân Trụ,Trạm BTS Tấn Đức-Tân Trụ ,CSHT_LAN_00297
4G-TTR007M-LAN,10.81.5.237,4,Tân Trụ,Trạm BTS Tấn Đức-Tân Trụ ,CSHT_LAN_00297
UL_CGI015M_LAN,10.81.4.124,9,Cần Giuộc,Trạm BTS Tân Kim,CSHT_LAN_00003
2G_CGI015M_LAN,10.81.4.124,19,Cần Giuộc,Trạm BTS Tân Kim,CSHT_LAN_00003
3G_CDU006E_LAN,10.81.4.243,3,Cần Đước,Trạm BTS Tân Lân,CSHT_LAN_00270
UL_CDU006M_LAN,10.81.4.243,22,Cần Đước,Trạm BTS Tân Lân,CSHT_LAN_00270
2G_CDU006M_LAN,10.81.4.243,7,Cần Đước,Trạm BTS Tân Lân,CSHT_LAN_00270
3G_TTR008E_LAN,10.81.4.236,22,Tân Trụ,Trạm BTS Tân Phước Tây,CSHT_LAN_00112
3G_TTR008M_LAN,10.81.4.236,23,Tân Trụ,Trạm BTS Tân Phước Tây,CSHT_LAN_00112
4G-TTR008M-LAN,10.81.4.236,2,Tân Trụ,Trạm BTS Tân Phước Tây,CSHT_LAN_00112
2G_TTR008M_LAN,10.81.4.236,15,Tân Trụ,Trạm BTS Tân Phước Tây,CSHT_LAN_00112
3G_CGI003M_LAN,10.81.5.147,4,Cần Giuộc,Trạm BTS Tân Tập,CSHT_LAN_00035
4G-CGI003M-LAN,10.81.5.147,3,Cần Giuộc,Trạm BTS Tân Tập,CSHT_LAN_00035
2G_CGI003M_LAN,10.81.5.147,6,Cần Giuộc,Trạm BTS Tân Tập,CSHT_LAN_00035
3G_CDU016M_LAN,10.81.5.150,2,Rạch Kiến,Trạm BTS Tân Trạch,CSHT_LAN_00169
4G-CDU016M-LAN,10.81.5.150,17,Rạch Kiến,Trạm BTS Tân Trạch,CSHT_LAN_00169
2G_CDU016M_LAN,10.81.5.150,16,Rạch Kiến,Trạm BTS Tân Trạch,CSHT_LAN_00169
UL_VHU011M_LAN,10.81.5.183,15,Vĩnh Hưng,Trạm BTS Thái Trị,CSHT_LAN_00123
2G_VHU011M_LAN,E1,E1,Vĩnh Hưng,Trạm BTS Thái Trị,CSHT_LAN_00123
2G_CTH015M_LAN,10.81.4.225,12,Châu Thành,Trạm BTS Tham Nhiên,CSHT_LAN_00257
3G_CTH015M_LAN,10.81.4.225,18,Châu Thành,Trạm BTS Tham Nhiên,CSHT_LAN_00257
4G-CTH015M-LAN,10.81.4.225,23,Châu Thành,Trạm BTS Tham Nhiên,CSHT_LAN_00257
3G_THO018M_LAN,10.81.5.218,2,Thạnh Hóa,Trạm BTS Thạnh An-L3,CSHT_LAN_00103
4G-THO018M-LAN,10.81.5.218,5,Thạnh Hóa,Trạm BTS Thạnh An-L3,CSHT_LAN_00103
2G_THO018M_LAN,E1,E1,Thạnh Hóa,Trạm BTS Thạnh An-L3,CSHT_LAN_00103
3G_THU006M_LAN,10.81.4.129,2,Tân Hưng,Trạm BTS Thạnh Hưng-H. Tân Hưng,CSHT_LAN_00086
UL_THU006E_LAN,10.81.4.129,24,Tân Hưng,Trạm BTS Thạnh Hưng-H. Tân Hưng,CSHT_LAN_00086
2G_THU006M_LAN,E1,E1,Tân Hưng,Trạm BTS Thạnh Hưng-H. Tân Hưng,CSHT_LAN_00086
3G_THO011M_LAN,10.81.5.212,2,Thạnh Hóa,Trạm BTS Thạnh Lập-Thạnh Hóa,CSHT_LAN_00231
4G-THO011M-LAN,10.81.5.212,23,Thạnh Hóa,Trạm BTS Thạnh Lập-Thạnh Hóa,CSHT_LAN_00231
2G_THO011M_LAN,E1,E1,Thạnh Hóa,Trạm BTS Thạnh Lập-Thạnh Hóa,CSHT_LAN_00231
3G_KTU004M_LAN,10.81.5.181,2,Kiến Tường,Trạm BTS Thạnh Trị,CSHT_LAN_00113
4G-KTU004M-LAN,10.81.5.181,5,Kiến Tường,Trạm BTS Thạnh Trị,CSHT_LAN_00113
2G_KTU004M_LAN,E1,E1,Kiến Tường,Trạm BTS Thạnh Trị,CSHT_LAN_00113
2G_CTH017M_LAN,10.81.4.222,14,Châu Thành,Trạm BTS Thanh Vĩnh Đông,CSHT_LAN_00200
UL_CTH017M_LAN,10.81.4.222,8,Châu Thành,Trạm BTS Thanh Vĩnh Đông,CSHT_LAN_00200
UL_THO013M_LAN,10.81.5.100,3,Thạnh Hóa,Trạm BTS Thuận Nghĩa Hòa,CSHT_LAN_00063
2G_THO013M_LAN,E1,E1,Thạnh Hóa,Trạm BTS Thuận Nghĩa Hòa,CSHT_LAN_00063
3G_THO015M_LAN,10.81.5.108,3,Thạnh Hóa,Trạm BTS Thủy Đông 2,CSHT_LAN_00287
4G-THO015M-LAN,10.81.5.214,23,Thạnh Hóa,Trạm BTS Thủy Đông 2,CSHT_LAN_00287
2G_THO015M_LAN,E1,E1,Thạnh Hóa,Trạm BTS Thủy Đông 2,CSHT_LAN_00287
3G_THO014M_LAN,10.81.4.172,2,Thạnh Hóa,Trạm BTS Thủy Đông,CSHT_LAN_00201
4G-THO014M-LAN,10.81.4.172,7,Thạnh Hóa,Trạm BTS Thủy Đông,CSHT_LAN_00201
2G_THO014M_LAN,E1,E1,Thạnh Hóa,Trạm BTS Thủy Đông,CSHT_LAN_00201
UL_DHU010M_LAN,10.81.4.167,4,Đức Huệ,Trạm BTS Trà Cú Thượng,CSHT_LAN_00047
2G_DHU010M_LAN,E1,E1,Đức Huệ,Trạm BTS Trà Cú Thượng,CSHT_LAN_00047
UL_VHU012M_LAN,10.81.4.136,9,Vĩnh Hưng,Trạm BTS Tuyên Bình Tây,CSHT_LAN_00119
2G_VHU012M_LAN,E1,E1,Vĩnh Hưng,Trạm BTS Tuyên Bình Tây,CSHT_LAN_00119
3G_KTU010M_LAN,10.81.4.216,6,Kiến Tường,Trạm BTS Tuyên Thạnh,CSHT_LAN_00233
4G-KTU010M-LAN,10.81.4.216,22,Kiến Tường,Trạm BTS Tuyên Thạnh,CSHT_LAN_00233
2G_KTU010M_LAN,E1,E1,Kiến Tường,Trạm BTS Tuyên Thạnh,CSHT_LAN_00233
UL_THO017M_LAN,10.81.5.215,11,Thạnh Hóa,Trạm BTS Vàm Lớn-TNH,CSHT_LAN_00096
2G_THO017M_LAN,E1,E1,Thạnh Hóa,Trạm BTS Vàm Lớn-TNH,CSHT_LAN_00096
UL_VHU015M_LAN,10.81.5.44,3,Vĩnh Hưng,Trạm BTS Vĩnh Bình,CSHT_LAN_00056
2G_VHU015M_LAN,E1,E1,Vĩnh Hưng,Trạm BTS Vĩnh Bình,CSHT_LAN_00056
3G_THU007M_LAN,10.81.5.194,2,Tân Hưng,Trạm BTS Vĩnh Bửu,CSHT_LAN_00259
UL_THU007M_LAN,10.81.5.194,9,Tân Hưng,Trạm BTS Vĩnh Bửu,CSHT_LAN_00259
2G_THU007M_LAN,E1,E1,Tân Hưng,Trạm BTS Vĩnh Bửu,CSHT_LAN_00259
UL_THU008M_LAN,10.81.5.33,3,Tân Hưng,Trạm BTS Vĩnh Châu A,CSHT_LAN_00120
2G_THU008M_LAN,E1,E1,Tân Hưng,Trạm BTS Vĩnh Châu A,CSHT_LAN_00120
UL_THU009M_LAN,10.81.5.37,2,Tân Hưng,Trạm BTS Vĩnh Châu B,CSHT_LAN_00281
2G_THU009M_LAN,E1,E1,Tân Hưng,Trạm BTS Vĩnh Châu B,CSHT_LAN_00281
UL_THU002M_LAN,10.81.4.194,1,Tân Hưng,Trạm BTS Vĩnh Đại,CSHT_LAN_00125
2G_THU002M_LAN,E1,E1,Tân Hưng,Trạm BTS Vĩnh Đại,CSHT_LAN_00125
3G_CGI014M_LAN,10.81.5.129,2,Cần Giuộc,Trạm BTS Vĩnh Đông,CSHT_LAN_00204
4G-CGI014M-LAN,10.81.5.129,23,Cần Giuộc,Trạm BTS Vĩnh Đông,CSHT_LAN_00204
2G_CGI014M_LAN,10.81.5.129,3,Cần Giuộc,Trạm BTS Vĩnh Đông,CSHT_LAN_00204
3G_VHU014M_LAN,10.81.5.182,2,Vĩnh Hưng,Trạm BTS Vĩnh Thuận,CSHT_LAN_00087
4G-VHU014M-LAN,10.81.5.182,8,Vĩnh Hưng,Trạm BTS Vĩnh Thuận,CSHT_LAN_00087
2G_VHU014M_LAN,E1,E1,Vĩnh Hưng,Trạm BTS Vĩnh Thuận,CSHT_LAN_00087
3G_VHU004M_LAN,10.81.5.188,2,Vĩnh Hưng,Trạm BTS Vĩnh Trị,CSHT_LAN_00114
4G-VHU004M-LAN,10.81.5.188,6,Vĩnh Hưng,Trạm BTS Vĩnh Trị,CSHT_LAN_00114
2G_VHU004M_LAN,E1,E1,Vĩnh Hưng,Trạm BTS Vĩnh Trị,CSHT_LAN_00114
UL_THO019M_LAN,10.81.5.235,4,Thạnh Hóa,Trạm BTS Vườn Xoài-TNH,CSHT_LAN_00102
2G_THO019M_LAN,E1,E1,Thạnh Hóa,Trạm BTS Vườn Xoài-TNH,CSHT_LAN_00102
3G_THU012M_LAN,10.81.4.192,7,Tân Hưng,Trạm BTS Xã Hưng Hà,CSHT_LAN_00055
4G-THU012M-LAN,10.81.4.192,14,Tân Hưng,Trạm BTS Xã Hưng Hà,CSHT_LAN_00055
2G_THU012M_LAN,E1,E1,Tân Hưng,Trạm BTS Xã Hưng Hà,CSHT_LAN_00055
3G_CDU011M_LAN,10.81.4.133,9,Rạch Kiến,Trạm BTS Xoài Đôi,CSHT_LAN_00188
4G-CDU011M-LAN,10.81.4.133,22,Rạch Kiến,Trạm BTS Xoài Đôi,CSHT_LAN_00188
2G_CDU011M_LAN,10.81.4.133,2,Rạch Kiến,Trạm BTS Xoài Đôi,CSHT_LAN_00188
SR_BLU028W_LAN,10.81.5.61,4,Bến Lức,Trạm BTS Xóm Cống,CSHT_LAN_00187
2G_BLU028M_LAN,E1,E1,Bến Lức,Trạm BTS Xóm Cống,CSHT_LAN_00187
SR_BLU031M_LAN,10.81.4.87,2,Bến Lức,Trạm Bưu điện Bến Lức,CSHT_LAN_00012
3G_TAN007M_LAN,10.81.5.211,13,Tân An 1,Trạm Bưu Điện Tỉnh Mới,CSHT_LAN_00067
GL_TAN007M_LAN,10.81.4.34,1,Tân An 1,Trạm Bưu Điện Tỉnh Mới,CSHT_LAN_00067
3G_TTU018M_LAN,10.81.5.16,8,Tân An 2,Trạm Cầu Dây Mỹ An,CSHT_LAN_00291
4G-TTU018M-LAN,10.81.5.16,5,Tân An 2,Trạm Cầu Dây Mỹ An,CSHT_LAN_00291
2G_TTU018M_LAN,E1,E1,Tân An 2,Trạm Cầu Dây Mỹ An,CSHT_LAN_00291
SR_BLU001M_LAN,10.81.4.94,20,Bến Lức,Trạm Cầu Ván,CSHT_LAN_00247
3G_TAN027M_LAN,10.81.5.29,24,Tân An,Trạm Cư xá Ngân Hàng,CSHT_LAN_00196
3G_DHU018E_LAN,10.81.4.249,8,Đức Huệ,Trạm Cua Manh Manh,CSHT_LAN_00209
3G_DHU018M_LAN,10.81.4.249,2,Đức Huệ,Trạm Cua Manh Manh,CSHT_LAN_00209
UL_DHU018M_LAN,10.81.4.249,9,Đức Huệ,Trạm Cua Manh Manh,CSHT_LAN_00209
2G_DHU018M_LAN,E1,E1,Đức Huệ,Trạm Cua Manh Manh,CSHT_LAN_00209
UL_DHO039M_LAN,10.81.4.156,7,Đức Huệ,Trạm DHO039E (An Ninh Dong),CSHT_LAN_00305
UL_DHO046M_LAN,10.81.5.159,10,Hậu Nghĩa,Trạm DHO046M (Ấp Xuân Khánh 2),CSHT_LAN_00330
UL_DHO099M_LAN,10.81.4.64,10,Đức Hòa,Trạm DHO099M-LAN (Sau Lê Long),CSHT_LAN_00463
UL_DHO100M_LAN,10.81.5.160,9,Hậu Nghĩa,Trạm DHO100M-LAN (KDC Trần Anh),CSHT_LAN_00472
UL_DHO101M_LAN,10.81.5.239,19,Hậu Nghĩa,Trạm DHO101M-LAN (Đồn CA Xuyên Á),CSHT_LAN_00473
UL_DHO102M_LAN,10.81.4.62,7,Đức Hòa,Trạm DHO102M-LAN (Phía sau Nhã Phương),CSHT_LAN_00478
UL_DHO103M_LAN,10.81.4.77,16,Hậu Nghĩa,Trạm DHO103M-LAN (Cánh Đồng Gió),CSHT_LAN_00720
UL_DHO104M_LAN,10.81.5.226,4,Hậu Nghĩa,Trạm DHO104M-LAN (KCN Việt Hóa),CSHT_LAN_00732
UL_DHO105M_LAN,10.81.4.77,12,Hậu Nghĩa,Trạm DHO105M-LAN (Cổng Hoàng Gia vào),CSHT_LAN_00470
UL_DHO106M_LAN,10.81.5.160,8,Hậu Nghĩa,Trạm DHO106M-LAN (Cầu Trắng Trạm Mẫn ),CSHT_LAN_00729
UL_DHO107M_LAN,10.81.4.77,17,Hậu Nghĩa,Trạm DHO107M-LAN (Gần Cổng Phúc An),CSHT_LAN_00481
UL_DHO108M_LAN,10.81.4.53,12,Đức Hòa,Trạm DHO108M-LAN (Xử lý nước thải KCN Tân Đô),CSHT_LAN_00623
UL_DHO109M_LAN,10.81.4.53,3,Đức Hòa,Trạm DHO109M-LAN (Mini Hải Sơn),CSHT_LAN_00465
UL_DHO111M_LAN,10.81.4.50,12,Đức Hòa,Trạm DHO111M-LAN (Đường 5 Hạnh Phúc),CSHT_LAN_00635
UL_DHO112M_LAN,10.81.4.50,20,Đức Hòa,Trạm DHO112M-LAN (KDC Tân Đô),CSHT_LAN_00718
UL_DHO114M_LAN,10.81.4.77,5,Hậu Nghĩa,Trạm DHO114M-LAN (KCN Hoàng Gia),CSHT_LAN_00471
UL_DHO116M_LAN,10.81.5.63,7,Hậu Nghĩa,Trạm DHO116M (Ấp Thuận Hòa 2),CSHT_LAN_00669
UL_DHO117M_LAN,10.81.4.72,10,Hậu Nghĩa,Trạm DHO117M (Ấp Bàu Trai Hạ),CSHT_LAN_00676
UL_DHO118M_LAN,10.81.4.64,11,Đức Hòa,Trạm DHO118M (Đầu hẻm Triển Ngọc),CSHT_LAN_00466
UL_DHO120M_LAN,10.81.5.67,22,Hậu Nghĩa,Trạm DHO120M-LAN( đường Hồ Chí Minh),CSHT_LAN_00686
SR_DHO028M_LAN,10.81.4.64,21,Đức Hòa,Trạm Đức Hòa Đông,CSHT_LAN_00295
UL_DHO015M_LAN,10.81.4.122,2,Hậu Nghĩa,Trạm Đức Hòa Thượng,CSHT_LAN_00053
2G_DHO015M_LAN,E1,E1,Hậu Nghĩa,Trạm Đức Hòa Thượng,CSHT_LAN_00053
SR_DHO014M_LAN,10.81.4.62,13,Đức Hòa,Trạm Đức Hòa,CSHT_LAN_00152
3G_DHU012M_LAN,10.81.4.164,14,Đức Huệ,Trạm Đức Huệ,CSHT_LAN_00098
4G-DHU012M-LAN,10.81.4.165,22,Đức Huệ,Trạm Đức Huệ,CSHT_LAN_00098
2G_DHU012M_LAN,E1,E1,Đức Huệ,Trạm Đức Huệ,CSHT_LAN_00098
UL_DHO016M_LAN,10.81.4.199,22,Hậu Nghĩa,Trạm Đức Lập Thượng,CSHT_LAN_00054
2G_DHO016M_LAN,E1,E1,Hậu Nghĩa,Trạm Đức Lập Thượng,CSHT_LAN_00054
3G_CGI009M_LAN,10.81.4.108,8,Gò Đen,Trạm Gò Đen2,CSHT_LAN_00076
4G-CGI009M-LAN,10.81.4.91,11,Gò Đen,Trạm Gò Đen2,CSHT_LAN_00076
2G_CGI009M_LAN,10.81.4.91,4,Gò Đen,Trạm Gò Đen2,CSHT_LAN_00076
UL_DHO020W_LAN,10.81.4.46,20,Đức Hòa,Trạm Hạnh Phúc,CSHT_LAN_00131
UL_DHO700B_LAN,10.81.4.48,3,Đức Hòa,Trạm Hạnh Phúc,CSHT_LAN_00664
2G_DHO020M_LAN,E1,E1,Đức Hòa,Trạm Hạnh Phúc,CSHT_LAN_00131
UL_DHO017M_LAN,10.81.4.72,16,Hậu Nghĩa,Trạm Hậu Nghĩa,CSHT_LAN_00290
2G_DHO017M_LAN,E1,E1,Hậu Nghĩa,Trạm Hậu Nghĩa,CSHT_LAN_00290
3G_DHO029E_LAN,10.81.4.169,24,Đức Huệ,Trạm Hiệp Hòa,CSHT_LAN_00258
UL_DHO029M_LAN,10.81.4.169,17,Đức Huệ,Trạm Hiệp Hòa,CSHT_LAN_00258
2G_DHO029M_LAN,E1,E1,Đức Huệ,Trạm Hiệp Hòa,CSHT_LAN_00258
UL_DHO018M_LAN,10.81.5.159,21,Hậu Nghĩa,Trạm Hòa Khánh Nam,CSHT_LAN_00153
2G_DHO018M_LAN,E1,E1,Hậu Nghĩa,Trạm Hòa Khánh Nam,CSHT_LAN_00153
UL_DHO030M_LAN,10.81.5.141,5,Hậu Nghĩa,Trạm Hòa Khánh Tây,CSHT_LAN_00062
2G_DHO030M_LAN,E1,E1,Hậu Nghĩa,Trạm Hòa Khánh Tây,CSHT_LAN_00062
2G_TAN004M_LAN,10.81.5.12,16,Tân An 1,Trạm Hòa Ngãi,CSHT_LAN_00266
3G_TAN004M_LAN,10.81.5.12,2,Tân An 1,Trạm Hòa Ngãi,CSHT_LAN_00266
4G-TAN004M-LAN,10.81.5.12,14,Tân An 1,Trạm Hòa Ngãi,CSHT_LAN_00266
3G_TAN019M_LAN,10.81.4.18,17,Tân An 2,Trạm Hướng Thọ Phú,CSHT_LAN_00005
SR_TAN008M_LAN,10.81.4.34,9,Tân An 1,Trạm Huỳnh Văn Nhứt,CSHT_LAN_00071
UL_BLU015M_LAN,10.81.5.105,9,Bến Lức,Trạm KCN Lương Bình,CSHT_LAN_00271
UL_BLU701B_LAN,10.81.5.105,7,Bến Lức,Trạm KCN Lương Bình,CSHT_LAN_00655
2G_BLU015M_LAN,10.81.5.105,6,Bến Lức,Trạm KCN Lương Bình,CSHT_LAN_00271
3G_TAN010M_LAN,10.81.5.13,5,Tân An 1,Trạm Khánh Hậu,CSHT_LAN_00030
GL_TAN010M_LAN,10.81.4.13,8,Tân An 1,Trạm Khánh Hậu,CSHT_LAN_00030
SR_TAN009M_LAN,10.81.4.10,5,Tân An 2,Trạm Khu DC Phường 5,CSHT_LAN_00212
3G_TAN020M_LAN,10.81.5.138,24,Tân An,Trạm Kiến Phát,CSHT_LAN_00040
3G_TAN011M_LAN,10.81.4.239,24,Tân An,Trạm KP Bình Yên,CSHT_LAN_00077
3G_TAN012M_LAN,10.81.5.211,8,Tân An 2,Trạm KP Thanh Xuân,CSHT_LAN_00158
GL_TAN012M_LAN,10.81.5.242,15,Tân An 2,Trạm KP Thanh Xuân,CSHT_LAN_00158
UL_DHO032M_LAN,10.81.5.63,2,Hậu Nghĩa,Trạm Lập Thành,CSHT_LAN_00095
2G_DHO032M_LAN,E1,E1,Hậu Nghĩa,Trạm Lập Thành,CSHT_LAN_00095
3G_TTU020M_LAN,10.81.4.215,2,Thủ Thừa,Trạm Lò Vôi,CSHT_LAN_00234
GL_TTU020M_LAN,10.81.4.215,3,Thủ Thừa,Trạm Lò Vôi,CSHT_LAN_00234
UL_DHO023M_LAN,10.81.4.156,22,Đức Huệ,Trạm Lộc Giang,CSHT_LAN_00138
2G_DHO023M_LAN,E1,E1,Đức Huệ,Trạm Lộc Giang,CSHT_LAN_00138
3G_CDU010M_LAN,10.81.4.132,4,Rạch Kiến,Trạm Long Khê,CSHT_LAN_00289
4G-CDU010M-LAN,10.81.4.132,22,Rạch Kiến,Trạm Long Khê,CSHT_LAN_00289
2G_CDU010M_LAN,10.81.4.132,10,Rạch Kiến,Trạm Long Khê,CSHT_LAN_00289
3G_TTU002M_LAN,10.81.5.87,2,Thủ Thừa,Trạm Long Thạnh,CSHT_LAN_00242
